Genotype,Replication,leaf_W1_Control,leaf_W1_Drought,leaf_W2_Control,leaf_W2_Drought,leaf_W3_Control,leaf_W3_Drought,leaf_W4_Control,leaf_W4_Drought,leaf_W5_Control,leaf_W5_Drought
DG_F3_133,1,0,0,2430.9988014702676,3139.1789661649723,3047.1008398650843,7273.653154856016,3148.3345501380486,9180.76171544839,4695.352337095896,11182.780651265337
DG_F3_136,1,0,0,4941.454138276324,5866.925441553274,12964.956956750859,12798.672808703635,19837.884300105292,15421.673957384053,32625.007740311983,15691.572123099966
DG_F3_139,1,0,0,6786.39204390012,5825.147099702475,20964.061917089803,13363.07297750093,36861.41096081264,18054.577556083932,55653.26479799358,22368.811185009057
DG_F3_145,1,0,0,10023.73893635547,4741.083077556612,19420.636164594172,10903.474783995469,34213.65985920263,13938.924800158424,42481.143468591414,13804.117567578738
DG_F3_150,1,0,0,5336.145670042995,5413.44960590352,11853.57898300887,13811.96881313239,20999.098169657318,16648.74910509486,32615.641611209998,18367.753188228897
DG_F3_152,1,0,0,5281.221120068673,4874.283465633876,13099.596874230534,12311.512797559926,23107.088173976164,11429.150906215924,38687.62770036857,12353.459801810646
DG_F3_154,1,0,0,6484.993696554884,4595.918154216673,17971.836327657493,10507.534681749532,26736.405807279134,12057.99884019449,44872.78919911598,10757.405004433116
DG_F3_157,1,0,0,6154.5247096096355,8597.624968358865,18034.107846474002,16874.81664438365,27917.23915021049,15455.245853086948,43682.37860873124,15784.03641662309
DG_F3_159,1,0,0,8991.255486145217,9077.127666198898,22569.438679400257,15561.781923889368,30201.651939613803,14715.14436440356,46838.42803486952,18060.546096467246
DG_F3_163,1,0,0,5741.115552027703,2755.3281257235626,10817.335558042232,6879.33640429289,17256.35758075394,7643.46806364306,33207.29999191368,11100.385671983464
DG_F3_164,1,0,0,5895.528219031477,6856.030918828328,14563.602199151506,17777.286670883088,21041.806304892078,13022.506359914365,28211.32021595989,15421.78596583784
DG_F3_165,1,0,0,6388.963024308638,8368.820170725554,17576.180859211796,14832.309040217046,27594.250361378312,13175.913348845937,38673.12534324735,14704.695861611206
DG_F3_167,1,0,0,13631.61352263739,8485.024909338954,32918.42117374085,20621.17832272206,53737.02711511849,19643.463423489586,77463.37989230186,18353.741018585406
DG_F3_175,1,0,0,6585.4094225915915,6059.855312698325,18895.237150926383,17152.57906956808,30959.6304690606,19748.36058927803,47041.12289041692,16736.14143935259
DG_F3_179,1,0,0,6376.814935953451,5494.076027734621,17816.39721089676,11719.589684487493,26586.536299939326,9902.478713770413,39057.90731591789,10422.529571091665
DG_F3_180,1,0,0,8467.112877701864,6067.4705731687245,17616.57296435374,11366.192195385484,23387.08369821246,12556.375911444733,32083.375003563524,10862.404694684192
DG_F3_185,1,0,0,12084.595020713223,5724.989358851923,26092.844693283827,15976.769898805034,33793.31312887884,14331.784257259149,42791.176669595065,14193.952548482344
DG_F3_190,1,0,0,3559.231886563269,4889.614489916982,6091.060157884642,8726.929390313151,7027.146060559786,5830.484702719757,10056.916123715651,6122.696773281782
DG_F3_194,1,0,0,7681.2905682513865,4554.995987381511,21490.355304914505,6960.382085769003,31620.286288354684,4882.118879458796,49787.209078416556,6241.769033814394
DG_F3_195,1,0,0,4951.872931021255,2094.5555695167195,13880.518565780309,5533.324159659235,22222.663004458864,8872.408208711311,41653.40100051662,10005.32664316424
DG_F3_196,1,0,0,7496.427283416651,2173.765826535967,19359.01576530718,5821.262651452378,28508.591118592925,8116.989173939621,40356.92552120973,12928.776264304517
DG_F3_200,1,0,0,11126.87275175091,11360.419588180615,30939.88764851133,17819.164131454167,44591.11416959089,16941.263929666085,63381.05558966084,17380.580496494276
DG_F3_203,1,0,0,8280.377969065556,7404.13834984371,24468.756819294114,14462.230839108992,38026.55486780889,14135.333083598509,52999.589716502735,14564.278647298399
DG_F3_210,1,0,0,9071.12556685667,8210.389364050297,23671.433430260608,15755.87203850054,34747.80982537288,11299.223381538983,48245.13718484736,14397.557525565364
DG_F3_212,1,0,0,4555.715133172943,3338.4588163880594,15351.651178887569,7051.955135443934,24725.54846294683,6794.3076656109915,37664.18831713318,9603.289128094504
DG_F3_214,1,0,0,5107.101086820268,3092.397234419983,17531.64897301694,9725.662472810709,30480.640115300066,12413.344770190319,45916.455878072375,13388.033800360823
DG_F3_218,1,0,0,5216.480655017502,4796.927519699178,13778.041055236034,13850.859093873456,24725.408832150824,13469.76141992901,38172.1615714268,15381.490645337526
DG_F3_220,1,0,0,9977.396618337374,3984.3984039388265,30333.355064547563,12160.553586599084,47592.943656471565,13620.722883491515,58770.53947859633,16061.014045878486
DG_F3_223,1,0,0,3382.818169962517,4811.108619380129,9543.939392142505,10805.10434471853,14751.769382407208,11979.388084246726,25610.72563370678,13606.26416452164
DG_F3_225,1,0,0,1882.4315632330802,1162.0935420689448,4063.2066124830444,3510.821512116156,6713.9033940987965,4637.853692289842,9519.793232444852,4218.3932521143215
DG_F3_227,1,0,0,7211.679991702177,5043.922964547793,20773.401271965162,13345.384464758423,31340.247466408953,15991.875917678422,46687.90970473155,18908.87550301146
DG_F3_230,1,0,0,3634.712430088619,3730.6655828211688,8900.905978021312,8690.98197572271,14899.305468063361,9694.390996663762,21138.176808200787,9040.518157833427
DG_F3_231,1,0,0,8536.342231358198,5090.829510950065,23026.25721139773,12544.413641518344,32771.535046564946,13714.61171637749,53355.659574064484,15071.548338361037
DG_F3_232,1,0,0,10304.401406545443,5882.374780335519,26082.315252329747,15054.886368422809,39819.40388927827,14737.804034922865,53295.79686186824,15988.239999440499
DG_F3_236,1,0,0,8070.216924820717,4716.917368070394,17590.16768625366,13662.778498908627,28431.580865322172,14802.37451372755,35474.41565163559,13124.385992010162
DG_F3_239,1,0,0,7307.450173184861,5817.953641773576,25177.966777263893,13696.546841622607,50065.330667425005,17862.748792884126,78267.96568020836,19196.265431053907
DG_F3_241,1,0,0,8256.69503260967,5429.562828657268,24805.9487821957,14156.61301817374,39596.23616790099,17207.682290114295,70127.19553830124,18069.08889419018
DG_F3_245,1,0,0,5965.223103114471,4332.21508256454,16551.164789164304,12105.403879743413,27108.33285386346,14285.245212219963,47784.71192668635,14005.728527213161
DG_F3_246,1,0,0,4859.283188730274,4689.575734120906,15129.557749037622,12890.712679384244,29929.10227861271,12306.045977426389,51466.84520705228,13834.998980013246
DG_F3_247,1,0,0,4440.311855818622,2961.2580625524415,12079.834013173693,6972.978543390525,20639.77801316138,8373.57276331034,35060.8988585103,8639.267596665652
DG_F3_248,1,0,0,6109.988361097664,4566.835639136764,20278.126140676606,11303.69135270418,29245.16390447684,15471.277451381377,43726.857034451146,18755.137369618456
DG_F3_249,1,0,0,3528.374635360204,4501.5542088955535,12416.818923200235,12056.141493316092,21165.16678644705,13957.444603704904,32882.15605917517,17631.050348235793
DG_F3_250,1,0,0,4491.668011987516,4548.579880360681,13990.240900039247,9784.983133083846,27707.27059942318,9157.717823834202,44197.27722222545,10820.995598660917
DG_F3_255,1,0,0,7767.814863864103,2119.132046788066,20294.800215066807,6738.245043272524,31440.01537423181,12814.475795032913,50168.7747850537,14516.772143982284
DG_F3_257,1,0,0,8980.074408236878,6599.142341623963,29964.957060988174,15294.52214166562,49096.46038274349,16057.289164565678,68915.39656094703,18042.48969095091
DG_F3_263,1,0,0,4601.981189157334,7082.8890780135525,13559.280115757392,18865.70213059761,31490.894630716877,21689.470293599687,48356.4778507647,22553.08721792877
DG_F3_266,1,0,0,11108.033916455035,4862.675099857248,29859.103604962962,14708.940765716887,49859.05807043978,15295.786149711272,67325.82937438141,12731.542136227827
DG_F3_269,1,0,0,3607.386408221184,4656.484885012717,10648.291690025855,9606.390537079344,20045.984942951436,10731.208918513465,30593.082804398364,11913.291305496325
DG_F3_270,1,0,0,2918.7751345301126,1299.1230776164412,8347.717832561364,3483.9211719910513,18635.995366875748,5650.741135726765,28611.912885682406,8141.8351951306695
DG_F3_271,1,0,0,1969.4128807018838,4372.6100574937045,9747.20755725351,8945.45667932103,20053.893497965364,10775.49317307278,34822.28392012759,9753.739855001573
DG_F3_273,1,0,0,9913.844705267158,3639.274122662033,24785.31659029874,8936.848273724921,39891.00853132601,10643.535622216523,50947.29681957956,11046.192457277382
DG_F3_274,1,0,0,7006.339863007563,2294.1083142387038,23894.96742632398,5969.494266297119,42072.138212922175,6831.163874970483,66135.517143551755,8417.538691086263
DG_F3_276,1,0,0,5370.5761047022925,5191.446636430708,16318.367038181703,12102.68601604393,31958.68227108027,15196.292501468932,50541.136980322786,13912.762849052166
DG_F3_280,1,0,0,6458.824764445774,5785.38445448697,22655.99283582271,16726.012051800255,45596.79248489117,19286.428085085634,72154.28306342482,16486.502203018917
DG_F3_283,1,0,0,4652.725120624933,3682.8127118345305,15387.034472582649,9504.585449474656,23985.927312212498,10192.608065647459,40952.76263333101,9045.876695813504
DG_F3_285,1,0,0,6055.673106662986,10061.732192718555,20837.497487146706,22861.093412992355,35285.982117614316,17957.701785536665,50360.99744631647,17418.145852602975
DG_F3_286,1,0,0,3577.984314012452,3996.416448896425,9826.97648030556,10435.341079240208,15417.750146373868,17887.4658889685,24904.66245411954,18015.051720544434
DG_F3_287,1,0,0,3204.550028838302,5710.224511050956,4907.1836166605635,9418.347244172483,5710.88115123374,13718.32408894085,8055.010479683381,14595.961075316378
DG_F3_292,1,0,0,6966.945154168268,4377.072287103969,27506.903937907744,11535.213459962699,49788.968367238755,17911.15669684755,73435.88176578998,16914.78325949769
DG_F3_293,1,0,0,5498.738687848107,1877.5617452310905,19145.982580804677,6539.260802319115,34835.00535952881,9161.43366232617,52228.36399075534,16936.54402873489
DG_F3_294,1,0,0,6182.711942169295,4289.1960262921775,20161.259824167133,10856.09128236959,36710.6863138919,16140.276351955368,52557.637924908944,20261.15042336616
DG_F3_297,1,0,0,9693.35943365998,8239.675948194952,31212.812524635698,13717.638456912777,58462.22127858436,13435.283210920574,77680.61446336059,27981.041092829488
DG_F3_298,1,0,0,12029.624505055122,4853.722779643862,38117.92466106768,10184.390630109136,65620.57676392031,15838.829526423535,86650.36805229553,13455.599638078167
DG_F3_299,1,0,0,5233.666126947281,4491.7245514949245,19603.70176270637,7623.565409280779,33723.32913133753,6432.908998588174,54154.3440208891,6614.672075947711
DG_F3_300,1,0,0,3154.7519922249176,3434.917407111625,12882.968279556479,5698.873804289362,23490.37711476313,5202.243741653673,40899.54526084744,5396.922004674346
DG_F3_302,1,0,0,2981.693279065039,3222.506952964898,9403.033075184261,8339.274744833714,17105.232888827413,9600.370555685811,28477.936150154,9515.808823961823
DG_F3_304,1,0,0,3889.9643251609473,5376.633588437138,13232.759635222441,10812.99092301687,25141.98160065526,11917.376005590388,38003.69536588331,11076.797308672842
DG_F3_305,1,0,0,4081.7828866438676,2299.9788615074376,12077.11619236697,5607.1910637162955,18755.692372074864,10134.303283735733,29785.862480431126,11517.157738666367
DG_F3_307,1,0,0,3131.8165474999546,4232.37276481212,10308.4478310799,9772.412851937841,20475.238746549127,10215.955396249317,31700.408201061447,10547.64110819707
DG_F3_309,1,0,0,6627.267469430713,5530.698063073315,17282.501274173326,10672.246481774178,28384.37744099459,12429.302070351712,38770.94766481826,11980.685298924254
DG_F3_312,1,0,0,2335.170352245334,1819.1766752267326,8486.658551433076,6356.7922164395,16229.6680128195,9588.111848993267,24771.645208965605,11240.127176865724
DG_F3_315,1,0,0,6550.903562145453,2609.2856477913533,18466.849959589566,7755.871435289382,30513.829957069807,11392.186316151274,44998.81030879169,14287.532212561306
DG_F3_316,1,0,0,4465.591581829291,2312.2909649903922,15680.990520022198,5448.310021456105,27654.90519627032,5857.926147520331,46753.85926704261,7242.947914952332
DG_F3_317,1,0,0,1200.494023891677,836.6903319553411,3361.896030830336,2713.3896841605174,6510.865856818297,4024.821396893974,15722.019816390479,7083.16587530197
DG_F3_318,1,0,0,6803.599591866223,6072.133895167306,24548.795683016167,15972.038294353166,42273.71378158741,18446.878109404606,66513.50068139256,17621.949071233506
DG_F3_324,1,0,0,3285.1588601207573,4269.20039059446,11072.866419532751,9732.461911463777,22975.07864576028,10387.185127269207,40736.859022176825,11444.791983973957
DG_F3_325,1,0,0,6482.772194393673,6525.67384070063,19995.836257599123,13129.507869786805,32283.968435216037,9507.240704802629,50243.61733813587,11431.207837236961
DG_F3_328,1,0,0,1312.3051808156235,3133.6110731730573,7555.388166163183,8985.858097558077,17387.900875948566,13205.213901220954,31173.665468985353,14738.116674545667
DG_F3_329,1,0,0,6027.885656693779,5139.678917841013,16507.332072888294,10692.286783596983,35271.03303564311,14434.985855399902,54702.408214567484,16501.569729126684
DG_F3_330,1,0,0,6300.5715240350955,3846.1156436349006,18896.408132599794,10829.539726598423,35632.32514718957,14431.728954330092,53191.16147828009,13861.833265121355
DG_F3_331,1,0,0,4562.834954624794,1748.6303739498485,14063.021271190688,5837.947833189204,24805.71565875102,7407.169256636896,36618.16323675652,8172.863357267436
DG_F3_332,1,0,0,3834.0236388273033,3720.6907752987067,11662.13219398817,9019.454907476813,20903.62024350366,12150.175476038352,36682.741502136785,13596.698607934231
DG_F3_333,1,0,0,2824.381947216043,2443.887799703286,8425.48585671098,7005.536207608687,16193.606377034368,8470.006003191033,26706.554273435475,10443.236080300274
DG_F3_334,1,0,0,2735.3117315635454,3274.1107544558536,10173.810148590612,7221.635680045042,21368.413618523497,7497.776246366296,40668.28131342193,8496.83593275071
DG_F3_335,1,0,0,4028.521988844105,4487.909888546705,11686.718171329365,10598.617873185489,19287.612580645233,11995.501017417067,28548.784103062273,11283.92017316867
DG_F3_336,1,0,0,4051.275051937037,2893.2571709562408,13014.503803704658,5933.690353756512,26013.655577043846,6453.492499621978,39524.00482011749,8704.469530316743
DG_F3_337,1,0,0,6723.730860472765,5069.766384360826,20576.194800413134,12682.121061631626,40621.3774956542,13933.1272763738,58558.722365693524,13655.927788689161
DG_F3_338,1,0,0,3097.5900884265093,3265.073696374679,12474.848349512227,9337.052427462619,23186.15492522737,11840.048026275566,42939.69573116821,12097.405260829468
DG_F3_342,1,0,0,3242.348741749206,4405.998950213289,8242.940937076177,9664.223715838536,15487.783791517479,8269.804394695155,25776.133795467136,8493.783048810497
DG_F3_344,2,0,0,1649.8577912047358,332.31734043295864,3123.408312269897,390.7130500693087,7427.98900782346,1006.8122703068012,15427.546664780322,1523.7216511104693
DG_F3_345,2,0,0,1586.7783989521413,2483.342245289956,3772.3313381292323,4334.31193252341,13159.371188154395,5751.645722979949,27598.5553957326,5029.724019382998
DG_F3_346,2,0,0,1200.0287980207559,1286.2903941267462,3537.061182404822,2196.2441009285553,11170.801801166077,3389.4384439114924,24734.373724052803,3714.4019322862455
DG_F3_349,2,0,0,1579.1093279222775,711.4229075274218,4852.613534901706,1371.0160440023606,13951.71758664572,2749.6600396613544,30365.306982240076,2548.362893697252
DG_F3_351,2,0,0,854.8546044677635,1096.0742806611677,2029.9899386168895,1560.5069934477729,6657.012973943203,3812.506489290541,16187.953861091197,4599.709976246313
DG_F3_352,2,0,0,934.2985689417019,1132.3294464109977,2104.4379815065186,1626.5257041384798,6861.051413460798,4096.231293756369,17479.389046459986,8617.272609150667
DG_F3_354,2,0,0,1395.6119885245948,1329.436323575222,3968.2321810950552,2568.0266689006517,11231.677866788488,4633.93689620121,22847.213039829436,3975.016592762647
DG_F3_355,2,0,0,2070.067499172329,2083.332379914239,5438.407541895514,3611.3166762744795,16477.630623847588,7242.182530517218,33873.91881979584,7354.2977140571475
DG_F3_356,2,0,0,3400.671281612764,2615.4364478961324,10428.610253567345,3938.361580704409,28099.596099816823,5872.079398110495,55787.203435027644,8506.918390364235
DG_F3_357,2,0,0,1823.7658304215713,1988.5926282336336,5822.480982371641,3626.6364865817873,18202.302604787943,6459.506369741588,38036.417727308355,5962.722399783082
DG_F3_360,2,0,0,1594.2943617705932,714.5624735461404,4249.99827725095,1397.1316920523627,13711.283409864096,3301.19567389076,24416.04669646394,5945.702593667707
DG_F3_363,2,0,0,1800.45270999915,1975.734415797885,4467.333915993828,3165.6359838165145,11813.20309432474,4886.62686975939,22763.217204600012,4592.683254271206
DG_F3_364,2,0,0,1054.901253393802,1422.6743636545916,3300.2882538819554,2237.673032568088,10544.374404255188,3629.992913449091,22847.837484187832,7045.976618345799
DG_F3_365,2,0,0,1348.3183690102576,1101.6197356191851,3781.2234578465427,1792.882708911288,11983.94327273748,3438.595341440813,27554.30796337927,4645.6350973008575
DG_F3_366,2,0,0,2007.1470708749514,2028.4409447365078,6241.165092548523,2474.1036786452505,19966.852950111264,4591.055569693098,41197.466962077204,6448.508020890155
DG_F3_367,2,0,0,1265.76078468545,1337.8306717835378,3464.863877840757,1832.5078949040355,10593.474032319677,3165.5833671796845,22054.41308011865,6840.123307832686
DG_F3_368,2,0,0,1497.7783889820168,764.1737313895873,3839.6166317066095,1686.6924336850357,11980.546157013916,3436.6920104443257,25901.023744565144,6554.029843202387
DG_F3_369,2,0,0,1798.855180877056,1824.6698068709336,4606.76753261497,3711.3953560674368,14672.250873772657,6922.028583545199,31189.502806419012,10603.039844583052
DG_F3_370,2,0,0,2980.2796715241457,1323.1262173441924,8060.506150950843,2112.711361395462,24654.261287262845,3698.8311921522795,47814.78171197905,6235.704010780985
DG_F3_371,2,0,0,760.8790531263999,613.6184165386626,2755.8308898064106,1312.155986816965,9081.334962566714,3092.4263410223684,22769.67593007552,5168.101381779913
DG_F3_372,2,0,0,586.5947906859151,729.7686990357215,1606.2810940574616,1396.4417936377486,5247.088147904788,3613.2809590988286,11700.571513170878,4340.861713969042
DG_F3_375,2,0,0,1776.239976300339,1206.7641357049215,4858.905434067347,2366.4623383537264,12972.877910335952,4364.977954286314,25086.361998781806,7023.999683582201
DG_F3_376,2,0,0,2374.4231781169083,2675.17038983724,5845.127370614676,6847.109293198389,16746.83403255455,10582.939346740222,31136.342947580393,12254.759175766738
DG_F3_377,2,0,0,1631.5430232825383,2685.475937503626,4787.57480084481,6227.184229968836,15962.225463273435,13092.039759095253,33572.383866472686,14475.421823913663
DG_F3_378,2,0,0,3384.507026125067,1412.8718263654785,8173.028710382225,1801.0960085314057,20242.58259545533,2270.814147141761,36346.865702625306,2425.941277766342
DG_F3_381,2,0,0,2651.199339687575,3463.1007784477197,6631.547330463425,5755.378316882844,20122.007531602114,8503.692683325702,44467.733480628835,10524.695699954826
DG_F3_384,2,0,0,2600.2673053501107,2594.1630766605595,6629.402406434467,4967.955087897973,20860.177691316083,9500.515996673994,42330.379222368894,7621.163944934217
DG_F3_385,2,0,0,1411.5830375110247,1516.5561748855105,3459.4895647191233,3178.942792319877,8419.22103654489,5295.398985791038,16980.262847362195,6510.878513191335
DG_F3_386,2,0,0,1520.0571870716112,1812.874219411541,4115.719454623205,2666.436299561797,11262.94139946821,4342.593987523501,24736.040066999063,5360.1074551747415
DG_F3_387,2,0,0,2590.6725634033064,2240.397118615555,6198.853962386671,5141.395605363366,15780.918292185479,12289.202907434543,32899.459822425924,12743.239215866048
DG_F3_388,2,0,0,2110.4585692324877,3156.8458349264274,6261.571104875425,5772.31292811031,19314.055565615818,10516.92086357189,42002.85597233255,10047.288504114691
DG_F3_389,2,0,0,3228.2204413644245,1947.488922067489,7849.383043229497,3036.1457794186185,19301.32438011347,5806.497778262296,39239.12805986528,7258.598192824647
DG_F3_402,2,0,0,2228.300717409895,1818.8677388060319,5888.969292293246,4410.905392111502,11389.985732826017,7485.16019628683,19695.28935932174,9139.002961080456
DG_F3_403,2,0,0,2188.510691600187,1959.440577295375,5674.104981828447,3223.606323670868,16725.267868887022,8858.492563952783,35771.78278893798,16085.406712867954
DG_F3_405,2,0,0,1131.348794268261,1335.9786066096424,4097.329244066737,2465.705988379786,13640.624025958603,5525.67339191474,33806.16556949216,10414.201152535026
DG_F3_406,2,0,0,3109.534136838386,1423.682017816228,9006.088589964527,2376.7563212289615,25898.5335817129,5469.987822839665,50672.36454694509,5452.7680844382285
DG_F3_411,2,0,0,778.6385304161345,984.0794679344234,3089.733168930617,2567.0355721915093,9874.152804201789,6809.942308776746,21390.926338013905,9234.92535157095
DG_F3_412,2,0,0,1567.5032700815095,1610.3323384851183,4106.97563111138,2807.3501266031144,13292.196822311975,7055.967109943893,27767.833456478304,12282.624680999726
DG_F3_415,2,0,0,1469.2596597766678,1265.2852470409437,5249.215322072257,2783.2172204587487,14895.123345903885,9432.811581283475,38751.609137561856,13351.613853469462
DG_F3_418,2,0,0,2271.233243093122,1694.8622707698935,5877.603499669365,3015.2383441126412,19748.83422625655,5467.362702890487,36210.16767033015,6325.775293276707
DG_F3_426,2,0,0,1046.1062111897375,1168.0072178334003,2614.4137009229044,1701.1154572439493,7072.92021961013,4311.995516125757,16779.19855373311,5545.6703979795875
DG_F3_430,2,0,0,1200.0641306480823,1206.9916510821968,3501.037236924324,2377.1630036052097,11976.280510171746,6259.260105436538,26968.509240543448,7721.275988401275
DG_F3_433,2,0,0,1948.3229145771502,1392.7206339343916,5985.765369170344,2416.467761007231,20537.70212134639,8420.54901103979,44704.39989977993,10700.991052684347
DG_F3_437,2,0,0,1411.9804916992446,1271.4084835344706,3367.87141686833,1715.9447975857083,12569.332379976338,3951.3247290515246,26644.072261147412,2078.4463934041055
DG_F3_439,2,0,0,2882.630846762619,1053.1854667785892,7576.1825278262795,4262.708636561383,22423.37840964828,6094.101121425023,42863.33949885709,10553.95393353687
DG_F3_441,2,0,0,1069.1639410717833,-160.84844389178858,2541.2167667959584,537.6195390536489,6401.386461369748,1616.3291947428336,13623.782164701757,2799.71867644976
DG_F3_442,2,0,0,2040.5738576064557,89.19984094606468,6052.08276594212,1267.987759179946,18429.721966438883,3997.176771649522,37655.5954243689,8107.275487064303
DG_F3_443,2,0,0,1775.2142228366067,721.269846343127,4271.302124938987,2203.1226902734797,12778.526232697448,6764.4869631295205,26179.307400498856,8305.620524004431
DG_F3_444,2,0,0,1239.3111404188478,986.5573884337587,3408.955685000603,1862.2621410359911,8722.530867897643,4585.452885792835,21049.35584015931,4864.466556282756
DG_F3_448,2,0,0,1531.900894159388,1501.0616917950197,4777.924291519618,2487.419943670025,14832.872805517474,7069.179978508791,33919.30764864267,9933.01155733904
DG_F3_449,2,0,0,1863.2972338805607,1734.3738700951685,4945.4710900857835,2937.9508266786643,11699.489819117833,5955.7968069108265,20835.106204622203,8615.99876640724
DG_F3_453,2,0,0,2111.9259938697974,2591.8397834763464,5842.439227382266,3854.7766043328184,20517.625347134814,6706.998638095298,42410.25334566867,6628.302324451973
DG_F3_456,2,0,0,1658.412522620219,668.2541507809055,4515.295210330587,1727.817270106832,14476.263525553039,3687.16023807743,28526.34238547086,3963.995666844119
DG_F3_458,2,0,0,1301.0348465289212,634.9333247400608,4238.974485285564,2447.2132938475575,12691.457174155043,6109.38771947871,29923.81700251953,6340.341647037861
DG_F3_459,2,0,0,2361.546327437157,2357.7406683896997,6684.802486156252,4681.901928725178,22762.12594702631,4968.787638028858,43901.57062592934,5800.363820906767
DG_F3_460,2,0,0,2895.117658018681,1738.747169818731,9280.443811389798,4722.274999553226,24520.58916751841,6195.3293877956085,44014.52834951553,6331.347276719089
DG_F3_461,2,0,0,5156.494708735661,3083.4316374905884,12286.304588841344,6296.825113227183,35841.79672307852,8057.785869071608,59409.66455079589,8189.611552818694
DG_F3_462,2,0,0,4374.864613836884,2694.4140536642394,12168.474238233404,5861.730245488677,37010.152240177,7883.657519548091,66792.59732872665,9355.664208008659
DG_F3_463,2,0,0,2598.608698854539,2749.1460244412838,3558.697536013702,5247.618876649299,7130.73036998064,7967.377547698093,16307.637928826263,11476.023630344149
DG_F3_464,2,0,0,2018.582475184974,2446.5530253221345,6781.605434642248,6111.570104161205,19034.886606427375,9083.262052057233,37126.07216804593,9422.71537570202
DG_F3_465,2,0,0,2052.015532467238,1309.6047771518806,5497.197784502583,3800.0388040247753,16015.028956558199,6053.135361758902,27265.187160769307,5768.775806573475
DG_F3_469,2,0,0,1982.8162087933551,1526.0639137225232,5596.41319862537,3336.7071543561124,16195.894059617227,5257.330905919935,30670.053190866325,6534.665221607989
DG_F3_473,2,0,0,2437.6679587405433,1719.1611917625323,6239.213597482595,3345.974021257552,19712.313293274623,4948.105934165804,38944.732282666395,4715.626444096971
DG_F3_477,2,0,0,2423.6533613179627,752.3827662676557,7442.873250994154,1531.729177158686,21917.895378422803,5006.227420074907,39483.44953643038,7236.9445024374945
DG_F3_478,2,0,0,2732.65705926631,1830.0571298557697,8127.846259354737,3552.8917237165747,26304.190356690528,3764.31581506499,45962.4647650146,4632.842204203234
DG_F3_479,2,0,0,1342.443351171057,1418.7249098916493,3830.3504103259233,2893.635008779207,11823.884755841287,4518.451859291213,28013.334516946627,4949.464925395441
DG_F3_482,2,0,0,1901.5633209720165,1770.9256332936882,4742.1943668551785,3258.127365011993,14472.881946911211,5007.393623539319,32709.947264643204,5964.612141930061
DG_F3_483,2,0,0,1793.0756348666366,1821.8465854602216,4502.0383532269325,3194.162657357687,16615.09288568082,6592.558997287741,35435.929726737435,7130.788836496263
DG_F3_485,2,0,0,1594.870512150188,1642.5621911253547,5133.802997415437,3321.1570274289393,16760.443805002393,9245.751389516965,33623.24287667031,8606.939379669453
DG_F3_487,2,0,0,1429.9036399741153,1527.5136105120628,4214.898505757097,2364.2730367377744,13673.41576424965,4997.198381725385,27584.38308653411,6572.324441360886
DG_F3_493,2,0,0,3450.5631921822655,2950.7773794200166,10874.208060946692,7487.01124823595,33426.35480412306,10291.556329896266,57192.98564831319,11841.832540671643
DG_F3_495,2,0,0,1149.56340631058,699.7487608058482,2861.4420154326467,1166.7232223315177,7813.282882116549,2191.2090478336845,14661.772122005596,3163.4623875747816
DG_F3_496,2,0,0,1191.912198296854,976.0592992358268,3015.6481461931317,2782.804647561513,12477.460403348381,5140.884084066335,29025.09734163008,5905.368816845339
DG_F3_497,2,0,0,2841.778831571496,2224.9634807991833,6802.800469363034,3727.434920883509,17156.440607040226,6029.68820325817,31734.102611977327,6442.667361136991
DG_F3_498,2,0,0,1605.0455813301783,2204.865111709977,5342.129749308915,3550.572328631481,15776.31817097124,4786.66859998333,31108.135501900222,5393.555895101532
DG_F3_502,2,0,0,4282.1277234253075,3329.5359970359655,11384.849976784804,6063.888848924602,30384.268338219965,7054.399626580538,51022.4677446871,8703.844538318368
DG_F3_504,2,0,0,3924.708640543019,2023.7943908231434,9910.93246540869,4005.6502579223898,27210.24459245929,6482.140432055782,45685.4533197985,8959.867980800833
DG_F3_506,2,0,0,2150.6673889330045,1526.1607693870997,5635.423169363668,2326.133732019543,17167.110874098504,3715.51812905361,37326.83031765113,5497.54122780324
DG_F3_507,2,0,0,917.3234162908949,475.7141458481727,2504.8827736205076,1075.5275874968966,8868.892619133087,2732.103645477938,17661.013122565186,4034.135892410111
DG_F3_509,2,0,0,1119.8357761520622,1700.2490376384876,2953.0183279608323,3278.5937439364047,10354.1260171907,6322.722503821381,23474.863263785133,6595.169050503121
DG_F3_510,2,0,0,1206.5930734085973,974.824649214057,2911.110823739231,1381.7790781634967,9542.677693354724,2608.8294268641125,17048.325346191155,2994.373557450625
DG_F3_511,2,0,0,2132.3242117035147,1860.8887755548471,5205.399691574869,3879.4526671190815,17050.602578279715,5072.713322388,28337.086794675128,5932.674296808048
DG_F3_513,2,0,0,2205.1586600544274,1571.5101547190782,6602.720262858703,4485.656767493817,18837.505835605207,7891.631259743411,33948.08403002774,8302.74530003651
DG_F3_517,2,0,0,2406.0203853660414,1517.8324156495235,5760.796924234499,2515.737047983309,18484.599640042878,4019.732596343795,36632.47778042371,5389.136094975199
DG_F3_521,2,0,0,1985.1256228802006,1383.6457650641235,3783.7797254162792,1649.1608082628848,11562.356233718123,1888.0827866957172,24403.75656845702,2971.8332969230114
