Orthogroup	Arabidopsis	Hap1_v1.5_protein_chr16	Hap1_v1.5_protein_chr8	Total
OG0012111	1	1	1	3
OG0012112	1	1	1	3
OG0012113	1	1	1	3
OG0012114	1	1	1	3
OG0012115	1	1	1	3
OG0012116	1	1	1	3
OG0012117	1	1	1	3
OG0012118	1	1	1	3
OG0012119	3	0	0	3
OG0012120	1	1	1	3
OG0012121	1	1	1	3
OG0012122	1	1	1	3
OG0012123	1	1	1	3
OG0012124	1	1	1	3
OG0012125	1	1	1	3
OG0012126	1	1	1	3
OG0012127	1	1	1	3
OG0012128	1	1	1	3
OG0012129	1	1	1	3
OG0012130	3	0	0	3
OG0012131	1	1	1	3
OG0012132	1	1	1	3
OG0012133	1	1	1	3
OG0012134	1	1	1	3
OG0012135	1	1	1	3
OG0012136	1	1	1	3
OG0012137	1	1	1	3
OG0012138	1	1	1	3
OG0012139	1	1	1	3
OG0012140	1	1	1	3
OG0012141	1	1	1	3
OG0012142	1	1	1	3
OG0012143	1	1	1	3
OG0012144	1	1	1	3
OG0012145	1	1	1	3
OG0012146	1	1	1	3
OG0012147	1	1	1	3
OG0012148	3	0	0	3
OG0012149	1	1	1	3
OG0012150	1	1	1	3
OG0012151	1	1	1	3
OG0012152	1	1	1	3
OG0012153	1	1	1	3
OG0012154	1	1	1	3
OG0012155	1	1	1	3
OG0012156	1	1	1	3
OG0012157	3	0	0	3
OG0012158	1	1	1	3
OG0012159	1	1	1	3
OG0012160	3	0	0	3
OG0012161	1	1	1	3
OG0012162	3	0	0	3
OG0012163	1	1	1	3
OG0012164	1	1	1	3
OG0012165	1	1	1	3
OG0012166	1	1	1	3
OG0012167	1	1	1	3
OG0012168	1	1	1	3
OG0012169	1	1	1	3
OG0012170	1	1	1	3
OG0012171	1	1	1	3
OG0012172	1	1	1	3
OG0012173	1	1	1	3
OG0012174	1	1	1	3
OG0012175	1	1	1	3
OG0012176	1	1	1	3
OG0012177	1	1	1	3
OG0012178	1	1	1	3
OG0012179	1	1	1	3
OG0012180	1	1	1	3
OG0012181	1	1	1	3
OG0012182	1	0	2	3
OG0012183	1	1	1	3
OG0012184	1	1	1	3
OG0012185	1	1	1	3
OG0012186	1	1	1	3
OG0012187	1	1	1	3
OG0012188	1	1	1	3
OG0012189	1	1	1	3
OG0012190	1	1	1	3
OG0012191	1	1	1	3
OG0012192	2	0	1	3
OG0012193	1	1	1	3
OG0012194	1	1	1	3
OG0012195	1	1	1	3
OG0012196	3	0	0	3
OG0012197	1	1	1	3
OG0012198	3	0	0	3
OG0012199	1	1	1	3
OG0012200	1	1	1	3
OG0012201	1	0	2	3
OG0012202	1	1	1	3
OG0012203	1	1	1	3
OG0012204	1	1	1	3
OG0012205	1	1	1	3
OG0012206	1	1	1	3
OG0012207	1	1	1	3
OG0012208	1	1	1	3
OG0012209	1	1	1	3
OG0012210	1	1	1	3
OG0012211	1	1	1	3
OG0012212	3	0	0	3
OG0012213	1	1	1	3
OG0012214	1	1	1	3
OG0012215	1	1	1	3
OG0012216	1	1	1	3
OG0012217	1	1	1	3
OG0012218	1	1	1	3
OG0012219	1	1	1	3
OG0012220	1	1	1	3
OG0012221	1	1	1	3
OG0012222	3	0	0	3
OG0012223	1	1	1	3
OG0012224	1	1	1	3
OG0012225	1	1	1	3
OG0012226	1	1	1	3
OG0012227	1	1	1	3
OG0012228	1	1	1	3
OG0012229	1	1	1	3
OG0012230	1	1	1	3
OG0012231	1	1	1	3
OG0012232	3	0	0	3
OG0012233	3	0	0	3
OG0012234	1	1	1	3
OG0012235	1	1	1	3
OG0012236	1	1	1	3
OG0012237	1	1	1	3
OG0012238	1	1	1	3
OG0012239	1	1	1	3
OG0012240	1	1	1	3
OG0012241	1	1	1	3
OG0012242	1	1	1	3
OG0012243	1	1	1	3
OG0012244	1	1	1	3
OG0012245	1	1	1	3
OG0012246	1	1	1	3
OG0012247	1	1	1	3
OG0012248	1	1	1	3
OG0012249	1	1	1	3
OG0012250	1	1	1	3
OG0012251	1	1	1	3
OG0012252	1	1	1	3
OG0012253	1	1	1	3
OG0012254	2	1	0	3
OG0012255	1	1	1	3
OG0012256	1	1	1	3
OG0012257	1	1	1	3
OG0012258	1	1	1	3
OG0012259	1	1	1	3
OG0012260	1	1	1	3
OG0012261	1	1	1	3
OG0012262	1	1	1	3
OG0012263	1	1	1	3
OG0012264	1	1	1	3
OG0012265	1	1	1	3
OG0012266	1	1	1	3
OG0012267	1	1	1	3
OG0012268	1	1	1	3
OG0012269	1	1	1	3
OG0012270	1	1	1	3
OG0012271	1	1	1	3
OG0012272	1	1	1	3
OG0012273	1	1	1	3
OG0012274	3	0	0	3
OG0012275	1	1	1	3
OG0012276	1	1	1	3
OG0012277	3	0	0	3
OG0012278	1	1	1	3
OG0012279	1	1	1	3
OG0012280	1	1	1	3
OG0012281	1	1	1	3
OG0012282	1	1	1	3
OG0012283	1	1	1	3
OG0012284	1	1	1	3
OG0012285	1	1	1	3
OG0012286	1	1	1	3
OG0012287	1	1	1	3
OG0012288	1	1	1	3
OG0012289	1	1	1	3
OG0012290	1	1	1	3
OG0012291	1	1	1	3
OG0012292	1	1	1	3
OG0012293	1	1	1	3
OG0012294	1	1	1	3
OG0012295	1	1	1	3
OG0012296	1	1	1	3
OG0012297	1	1	1	3
OG0012298	1	1	1	3
OG0012299	1	1	1	3
OG0012300	1	1	1	3
OG0012301	1	1	1	3
OG0012302	1	1	1	3
OG0012303	1	1	1	3
OG0012304	1	1	1	3
OG0012305	1	1	1	3
OG0012306	1	1	1	3
OG0012307	1	1	1	3
OG0012308	1	1	1	3
OG0012309	1	1	1	3
OG0012310	1	1	1	3
OG0012311	1	1	1	3
OG0012312	1	1	1	3
OG0012313	1	1	1	3
OG0012314	1	1	1	3
OG0012315	1	1	1	3
OG0012316	1	1	1	3
OG0012317	1	1	1	3
OG0012318	1	1	1	3
OG0012319	1	1	1	3
OG0012320	3	0	0	3
OG0012321	1	1	1	3
OG0012322	1	1	1	3
OG0012323	1	1	1	3
OG0012324	1	1	1	3
OG0012325	1	1	1	3
OG0012326	1	1	1	3
OG0012327	1	1	1	3
OG0012328	1	1	1	3
OG0012329	1	1	1	3
OG0012330	1	1	1	3
OG0012331	1	2	0	3
OG0012332	1	1	1	3
OG0012333	3	0	0	3
OG0012334	1	1	1	3
OG0012335	1	1	1	3
OG0012336	1	1	1	3
OG0012337	1	1	1	3
OG0012338	1	1	1	3
OG0012339	1	1	1	3
OG0012340	1	1	1	3
OG0012341	1	1	1	3
OG0012342	3	0	0	3
OG0012343	2	1	0	3
OG0012344	1	1	1	3
OG0012345	1	1	1	3
OG0012346	1	1	1	3
OG0012347	1	1	1	3
OG0012348	1	1	1	3
OG0012349	1	1	1	3
OG0012350	1	1	1	3
OG0012351	1	1	1	3
OG0012352	1	1	1	3
OG0012353	1	1	1	3
OG0012354	1	1	1	3
OG0012355	1	1	1	3
OG0012356	1	1	1	3
OG0012357	1	1	1	3
OG0012358	1	1	1	3
OG0012359	1	1	1	3
OG0012360	1	1	1	3
OG0012361	1	1	1	3
OG0012362	1	1	1	3
OG0012363	1	1	1	3
OG0012364	1	1	1	3
OG0012365	1	1	1	3
OG0012366	1	1	1	3
OG0012367	1	1	1	3
OG0012368	1	1	1	3
OG0012369	1	1	1	3
OG0012370	1	1	1	3
OG0012371	1	1	1	3
OG0012372	1	1	1	3
OG0012373	1	1	1	3
OG0012374	1	1	1	3
OG0012375	1	1	1	3
OG0012376	1	1	1	3
OG0012377	1	1	1	3
OG0012378	1	1	1	3
OG0012379	2	1	0	3
OG0012380	1	1	1	3
OG0012381	1	1	1	3
OG0012382	1	1	1	3
OG0012383	1	1	1	3
OG0012384	1	1	1	3
OG0012385	1	1	1	3
OG0012386	1	1	1	3
OG0012387	1	1	1	3
OG0012388	1	1	1	3
OG0012389	1	1	1	3
OG0012390	1	1	1	3
OG0012391	3	0	0	3
OG0012392	1	1	1	3
OG0012393	1	1	1	3
OG0012394	1	1	1	3
OG0012395	1	1	1	3
OG0012396	1	1	1	3
OG0012397	1	1	1	3
OG0012398	1	1	1	3
OG0012399	1	1	1	3
OG0012400	1	1	1	3
OG0012401	1	1	1	3
OG0012402	1	1	1	3
OG0012403	1	1	1	3
OG0012404	1	1	1	3
OG0012405	1	1	1	3
OG0012406	1	1	1	3
OG0012407	1	1	1	3
OG0012408	3	0	0	3
OG0012409	1	1	1	3
OG0012410	3	0	0	3
OG0012411	1	1	1	3
OG0012412	1	1	1	3
OG0012413	1	1	1	3
OG0012414	3	0	0	3
OG0012415	1	1	1	3
OG0012416	1	1	1	3
OG0012417	3	0	0	3
OG0012418	1	1	1	3
OG0012419	1	1	1	3
OG0012420	1	1	1	3
OG0012421	1	1	1	3
OG0012422	1	1	1	3
OG0012423	1	1	1	3
OG0012424	1	1	1	3
OG0012425	1	1	1	3
OG0012426	1	1	1	3
OG0012427	1	1	1	3
OG0012428	1	1	1	3
OG0012429	2	1	0	3
OG0012430	1	1	1	3
OG0012431	1	1	1	3
OG0012432	1	1	1	3
OG0012433	1	1	1	3
OG0012434	1	1	1	3
OG0012435	1	1	1	3
OG0012436	1	1	1	3
OG0012437	1	1	1	3
OG0012438	2	1	0	3
OG0012439	1	1	1	3
OG0012440	1	1	1	3
OG0012441	1	1	1	3
OG0012442	1	1	1	3
OG0012443	1	1	1	3
OG0012444	1	1	1	3
OG0012445	1	1	1	3
OG0012446	1	1	1	3
OG0012447	1	1	1	3
OG0012448	3	0	0	3
OG0012449	1	1	1	3
OG0012450	1	1	1	3
OG0012451	1	1	1	3
OG0012452	1	1	1	3
OG0012453	1	1	1	3
OG0012454	1	1	1	3
OG0012455	1	1	1	3
OG0012456	1	1	1	3
OG0012457	1	1	1	3
OG0012458	1	1	1	3
OG0012459	1	1	1	3
OG0012460	1	1	1	3
OG0012461	1	1	1	3
OG0012462	1	1	1	3
OG0012463	1	1	1	3
OG0012464	1	1	1	3
OG0012465	1	1	1	3
OG0012466	1	1	1	3
OG0012467	1	1	1	3
OG0012468	1	1	1	3
OG0012469	1	1	1	3
OG0012470	3	0	0	3
OG0012471	1	1	1	3
OG0012472	2	0	1	3
OG0012473	1	1	1	3
OG0012474	1	1	1	3
OG0012475	1	1	1	3
OG0012476	1	1	1	3
OG0012477	1	1	1	3
OG0012478	2	1	0	3
OG0012479	1	1	1	3
OG0012480	1	1	1	3
OG0012481	1	1	1	3
OG0012482	1	1	1	3
OG0012483	1	1	1	3
OG0012484	1	1	1	3
OG0012485	1	1	1	3
OG0012486	1	1	1	3
OG0012487	1	1	1	3
OG0012488	1	1	1	3
OG0012489	1	1	1	3
OG0012490	1	1	1	3
OG0012491	1	1	1	3
OG0012492	1	1	1	3
OG0012493	1	1	1	3
OG0012494	1	1	1	3
OG0012495	1	1	1	3
OG0012496	1	1	1	3
OG0012497	1	1	1	3
OG0012498	1	1	1	3
OG0012499	1	1	1	3
OG0012500	1	1	1	3
OG0012501	1	1	1	3
OG0012502	1	1	1	3
OG0012503	3	0	0	3
OG0012504	1	1	1	3
OG0012505	1	1	1	3
OG0012506	1	1	1	3
OG0012507	1	1	1	3
OG0012508	1	1	1	3
OG0012509	1	1	1	3
OG0012510	1	1	1	3
OG0012511	3	0	0	3
OG0012512	1	1	1	3
OG0012513	1	1	1	3
OG0012514	1	1	1	3
OG0012515	1	1	1	3
OG0012516	1	1	1	3
OG0012517	1	1	1	3
OG0012518	1	1	1	3
OG0012519	1	1	1	3
OG0012520	1	1	1	3
OG0012521	1	1	1	3
OG0012522	1	2	0	3
OG0012523	1	1	1	3
OG0012524	3	0	0	3
OG0012525	1	1	1	3
OG0012526	1	1	1	3
OG0012527	1	1	1	3
OG0012528	1	1	1	3
OG0012529	1	1	1	3
OG0012530	1	1	1	3
OG0012531	1	1	1	3
OG0012532	1	1	1	3
OG0012533	1	1	1	3
OG0012534	1	1	1	3
OG0012535	1	1	1	3
OG0012536	1	1	1	3
OG0012537	1	1	1	3
OG0012538	1	1	1	3
OG0012539	1	1	1	3
OG0012540	1	1	1	3
OG0012541	1	1	1	3
OG0012542	1	1	1	3
OG0012543	3	0	0	3
OG0012544	1	1	1	3
OG0012545	1	1	1	3
OG0012546	1	1	1	3
OG0012547	1	1	1	3
OG0012548	2	0	1	3
OG0012549	1	1	1	3
OG0012550	1	1	1	3
OG0012551	1	1	1	3
OG0012552	1	1	1	3
OG0012553	1	1	1	3
OG0012554	1	1	1	3
OG0012555	1	1	1	3
OG0012556	1	1	1	3
OG0012557	1	1	1	3
OG0012558	1	1	1	3
OG0012559	1	1	1	3
OG0012560	1	1	1	3
OG0012561	1	1	1	3
OG0012562	1	1	1	3
OG0012563	1	1	1	3
OG0012564	1	1	1	3
OG0012565	3	0	0	3
OG0012566	1	1	1	3
OG0012567	1	1	1	3
OG0012568	1	1	1	3
OG0012569	1	1	1	3
OG0012570	1	1	1	3
OG0012571	1	1	1	3
OG0012572	1	1	1	3
OG0012573	1	1	1	3
OG0012574	1	1	1	3
OG0012575	1	1	1	3
OG0012576	1	1	1	3
OG0012577	2	0	1	3
OG0012578	1	1	1	3
OG0012579	1	1	1	3
OG0012580	1	1	1	3
OG0012581	1	1	1	3
OG0012582	1	1	1	3
OG0012583	1	1	1	3
OG0012584	1	1	1	3
OG0012585	3	0	0	3
OG0012586	1	1	1	3
OG0012587	1	1	1	3
OG0012588	1	1	1	3
OG0012589	1	1	1	3
OG0012590	3	0	0	3
OG0012591	1	1	1	3
OG0012592	1	1	1	3
OG0012593	1	1	1	3
OG0012594	1	1	1	3
OG0012595	1	1	1	3
OG0012596	1	1	1	3
OG0012597	1	1	1	3
OG0012598	1	0	2	3
OG0012599	1	1	1	3
OG0012600	1	1	1	3
OG0012601	1	1	1	3
OG0012602	1	1	1	3
OG0012603	1	1	1	3
OG0012604	1	1	1	3
OG0012605	1	1	1	3
OG0012606	1	1	1	3
OG0012607	1	1	1	3
OG0012608	2	0	1	3
OG0012609	1	1	1	3
OG0012610	1	1	1	3
OG0012611	1	1	1	3
OG0012612	1	1	1	3
OG0012613	1	1	1	3
OG0012614	1	1	1	3
OG0012615	1	1	1	3
OG0012616	1	1	1	3
OG0012617	1	1	1	3
OG0012618	2	1	0	3
OG0012619	1	1	1	3
OG0012620	1	1	1	3
OG0012621	1	1	1	3
OG0012622	1	1	1	3
OG0012623	1	1	1	3
OG0012624	1	1	1	3
OG0012625	1	1	1	3
OG0012626	2	0	1	3
OG0012627	1	1	1	3
OG0012628	1	1	1	3
OG0012629	1	1	1	3
OG0012630	1	1	1	3
OG0012631	1	1	1	3
OG0012632	1	1	1	3
OG0012633	1	1	1	3
OG0012634	1	1	1	3
OG0012635	1	2	0	3
OG0012636	3	0	0	3
OG0012637	1	1	1	3
OG0012638	2	1	0	3
OG0012639	1	1	1	3
OG0012640	1	1	1	3
OG0012641	1	1	1	3
OG0012642	1	1	1	3
OG0012643	1	1	1	3
OG0012644	2	1	0	3
OG0012645	1	1	1	3
OG0012646	1	1	1	3
OG0012647	1	1	1	3
OG0012648	1	1	1	3
OG0012649	1	1	1	3
OG0012650	1	1	1	3
OG0012651	1	1	1	3
OG0012652	1	1	1	3
OG0012653	1	1	1	3
OG0012654	1	1	1	3
OG0012655	1	1	1	3
OG0012656	1	1	1	3
OG0012657	1	1	1	3
OG0012658	1	1	1	3
OG0012659	1	1	1	3
OG0012660	1	1	1	3
OG0012661	1	1	1	3
OG0012662	3	0	0	3
OG0012663	1	1	1	3
OG0012664	1	1	1	3
OG0012665	1	1	1	3
OG0012666	1	1	1	3
OG0012667	1	1	1	3
OG0012668	1	1	1	3
OG0012669	1	1	1	3
OG0012670	1	1	1	3
OG0012671	1	1	1	3
OG0012672	1	1	1	3
OG0012673	1	1	1	3
OG0012674	1	1	1	3
OG0012675	1	1	1	3
OG0012676	1	1	1	3
OG0012677	1	1	1	3
OG0012678	2	0	1	3
OG0012679	1	1	1	3
OG0012680	1	1	1	3
OG0012681	3	0	0	3
OG0012682	1	1	1	3
OG0012683	1	1	1	3
OG0012684	1	1	1	3
OG0012685	3	0	0	3
OG0012686	1	1	1	3
OG0012687	1	1	1	3
OG0012688	3	0	0	3
OG0012689	1	1	1	3
OG0012690	1	1	1	3
OG0012691	1	1	1	3
OG0012692	1	1	1	3
OG0012693	1	1	1	3
OG0012694	1	1	1	3
OG0012695	1	1	1	3
OG0012696	1	1	1	3
OG0012697	1	1	1	3
OG0012698	1	1	1	3
OG0012699	1	1	1	3
OG0012700	1	1	1	3
OG0012701	1	1	1	3
OG0012702	3	0	0	3
OG0012703	1	1	1	3
OG0012704	1	1	1	3
OG0012705	1	1	1	3
OG0012706	1	1	1	3
OG0012707	1	1	1	3
OG0012708	1	1	1	3
OG0012709	2	0	1	3
OG0012710	1	1	1	3
OG0012711	1	1	1	3
OG0012712	1	1	1	3
OG0012713	1	1	1	3
OG0012714	1	1	1	3
OG0012715	1	1	1	3
OG0012716	1	1	1	3
OG0012717	1	1	1	3
OG0012718	1	1	1	3
OG0012719	1	1	1	3
OG0012720	2	1	0	3
OG0012721	1	1	1	3
OG0012722	1	1	1	3
OG0012723	1	1	1	3
OG0012724	1	1	1	3
OG0012725	1	1	1	3
OG0012726	1	1	1	3
OG0012727	1	1	1	3
OG0012728	1	1	1	3
OG0012729	1	1	1	3
OG0012730	1	1	1	3
OG0012731	1	1	1	3
OG0012732	1	1	1	3
OG0012733	1	1	1	3
OG0012734	1	1	1	3
OG0012735	1	1	1	3
OG0012736	1	1	1	3
OG0012737	3	0	0	3
OG0012738	1	1	1	3
OG0012739	1	1	1	3
OG0012740	2	1	0	3
OG0012741	3	0	0	3
OG0012742	1	1	1	3
OG0012743	1	1	1	3
OG0012744	1	1	1	3
OG0012745	1	1	1	3
OG0012746	1	1	1	3
OG0012747	1	1	1	3
OG0012748	1	1	1	3
OG0012749	1	1	1	3
OG0012750	1	1	1	3
OG0012751	3	0	0	3
OG0012752	1	1	1	3
OG0012753	1	1	1	3
OG0012754	1	1	1	3
OG0012755	1	1	1	3
OG0012756	3	0	0	3
OG0012757	1	1	1	3
OG0012758	3	0	0	3
OG0012759	1	1	1	3
OG0012760	1	1	1	3
OG0012761	1	1	1	3
OG0012762	1	1	1	3
OG0012763	1	1	1	3
OG0012764	1	1	1	3
OG0012765	1	1	1	3
OG0012766	3	0	0	3
OG0012767	1	1	1	3
OG0012768	1	1	1	3
OG0012769	1	1	1	3
OG0012770	3	0	0	3
OG0012771	1	1	1	3
OG0012772	1	1	1	3
OG0012773	1	1	1	3
OG0012774	1	1	1	3
OG0012775	1	1	1	3
OG0012776	1	1	1	3
OG0012777	1	1	1	3
OG0012778	1	1	1	3
OG0012779	1	1	1	3
OG0012780	2	1	0	3
OG0012781	1	1	1	3
OG0012782	1	1	1	3
OG0012783	1	1	1	3
OG0012784	1	1	1	3
OG0012785	1	1	1	3
OG0012786	1	1	1	3
OG0012787	1	1	1	3
OG0012788	1	1	1	3
OG0012789	1	1	1	3
OG0012790	1	1	1	3
OG0012791	1	1	1	3
OG0012792	1	1	1	3
OG0012793	1	1	1	3
OG0012794	3	0	0	3
OG0012795	1	1	1	3
OG0012796	1	1	1	3
OG0012797	1	1	1	3
OG0012798	1	1	1	3
OG0012799	1	1	1	3
OG0012800	1	1	1	3
OG0012801	1	1	1	3
OG0012802	1	1	1	3
OG0012803	1	1	1	3
OG0012804	1	1	1	3
OG0012805	1	1	1	3
OG0012806	1	1	1	3
OG0012807	1	1	1	3
OG0012808	1	1	1	3
OG0012809	1	1	1	3
OG0012810	1	1	1	3
OG0012811	1	1	1	3
OG0012812	1	1	1	3
OG0012813	1	1	1	3
OG0012814	1	1	1	3
OG0012815	1	1	1	3
OG0012816	1	1	1	3
OG0012817	1	1	1	3
OG0012818	1	1	1	3
OG0012819	1	1	1	3
OG0012820	1	1	1	3
OG0012821	1	1	1	3
OG0012822	1	1	1	3
OG0012823	1	1	1	3
OG0012824	1	1	1	3
OG0012825	1	1	1	3
OG0012826	1	1	1	3
OG0012827	1	1	1	3
OG0012828	1	1	1	3
OG0012829	1	1	1	3
OG0012830	3	0	0	3
OG0012831	1	1	1	3
OG0012832	1	1	1	3
OG0012833	1	1	1	3
OG0012834	1	1	1	3
OG0012835	1	1	1	3
OG0012836	1	1	1	3
OG0012837	1	1	1	3
OG0012838	1	1	1	3
OG0012839	1	1	1	3
OG0012840	1	1	1	3
OG0012841	1	1	1	3
OG0012842	1	1	1	3
OG0012843	3	0	0	3
OG0012844	1	1	1	3
OG0012845	1	1	1	3
OG0012846	1	1	1	3
OG0012847	1	1	1	3
OG0012848	1	1	1	3
OG0012849	1	1	1	3
OG0012850	1	1	1	3
OG0012851	1	1	1	3
OG0012852	1	1	1	3
OG0012853	1	1	1	3
OG0012854	1	1	1	3
OG0012855	3	0	0	3
OG0012856	1	1	1	3
OG0012857	1	1	1	3
OG0012858	3	0	0	3
OG0012859	1	1	1	3
OG0012860	1	1	1	3
OG0012861	1	1	1	3
OG0012862	1	1	1	3
OG0012863	1	1	1	3
OG0012864	1	1	1	3
OG0012865	1	1	1	3
OG0012866	1	1	1	3
OG0012867	1	1	1	3
OG0012868	1	1	1	3
OG0012869	1	1	1	3
OG0012870	1	1	1	3
OG0012871	1	1	1	3
OG0012872	1	1	1	3
OG0012873	1	1	1	3
OG0012874	1	1	1	3
OG0012875	3	0	0	3
OG0012876	1	1	1	3
OG0012877	1	1	1	3
OG0012878	1	1	1	3
OG0012879	1	1	1	3
OG0012880	1	1	1	3
OG0012881	1	1	1	3
OG0012882	1	1	1	3
OG0012883	1	1	1	3
OG0012884	1	1	1	3
OG0012885	1	1	1	3
OG0012886	1	1	1	3
OG0012887	1	1	1	3
OG0012888	1	1	1	3
OG0012889	1	1	1	3
OG0012890	1	1	1	3
OG0012891	1	1	1	3
OG0012892	1	1	1	3
OG0012893	3	0	0	3
OG0012894	1	1	1	3
OG0012895	1	1	1	3
OG0012896	1	1	1	3
OG0012897	1	1	1	3
OG0012898	1	1	1	3
OG0012899	1	1	1	3
OG0012900	1	1	1	3
OG0012901	1	1	1	3
OG0012902	1	1	1	3
OG0012903	1	1	1	3
OG0012904	1	1	1	3
OG0012905	1	1	1	3
OG0012906	1	1	1	3
OG0012907	1	1	1	3
OG0012908	1	1	1	3
OG0012909	1	1	1	3
OG0012910	1	1	1	3
OG0012911	1	1	1	3
OG0012912	1	1	1	3
OG0012913	1	1	1	3
OG0012914	1	1	1	3
OG0012915	3	0	0	3
OG0012916	1	1	1	3
OG0012917	1	1	1	3
OG0012918	1	1	1	3
OG0012919	1	1	1	3
OG0012920	1	1	1	3
OG0012921	1	1	1	3
OG0012922	1	1	1	3
OG0012923	1	1	1	3
OG0012924	1	1	1	3
OG0012925	1	1	1	3
OG0012926	1	1	1	3
OG0012927	1	1	1	3
OG0012928	1	1	1	3
OG0012929	1	1	1	3
OG0012930	1	1	1	3
OG0012931	1	1	1	3
OG0012932	1	1	1	3
OG0012933	1	1	1	3
OG0012934	1	1	1	3
OG0012935	1	1	1	3
OG0012936	1	1	1	3
OG0012937	1	1	1	3
OG0012938	1	1	1	3
OG0012939	1	1	1	3
OG0012940	1	1	1	3
OG0012941	1	1	1	3
OG0012942	1	1	1	3
OG0012943	1	1	1	3
OG0012944	1	1	1	3
OG0012945	1	1	1	3
OG0012946	1	1	1	3
OG0012947	1	1	1	3
OG0012948	1	1	1	3
OG0012949	1	1	1	3
OG0012950	1	1	1	3
OG0012951	1	1	1	3
OG0012952	1	1	1	3
OG0012953	1	1	1	3
OG0012954	1	1	1	3
OG0012955	1	1	1	3
OG0012956	1	1	1	3
OG0012957	1	1	1	3
OG0012958	1	1	1	3
OG0012959	1	1	1	3
OG0012960	1	1	1	3
OG0012961	1	1	1	3
OG0012962	1	1	1	3
OG0012963	1	1	1	3
OG0012964	1	1	1	3
OG0012965	1	1	1	3
OG0012966	1	1	1	3
OG0012967	1	1	1	3
OG0012968	1	1	1	3
OG0012969	3	0	0	3
OG0012970	1	1	1	3
OG0012971	1	1	1	3
OG0012972	1	1	1	3
OG0012973	1	1	1	3
OG0012974	1	1	1	3
OG0012975	1	1	1	3
OG0012976	1	1	1	3
OG0012977	1	1	1	3
OG0012978	1	1	1	3
OG0012979	1	1	1	3
OG0012980	1	1	1	3
OG0012981	1	1	1	3
OG0012982	1	1	1	3
OG0012983	1	1	1	3
OG0012984	1	1	1	3
OG0012985	1	1	1	3
OG0012986	1	1	1	3
OG0012987	1	1	1	3
OG0012988	1	1	1	3
OG0012989	1	1	1	3
OG0012990	1	1	1	3
OG0012991	3	0	0	3
OG0012992	1	1	1	3
OG0012993	1	1	1	3
OG0012994	1	1	1	3
OG0012995	1	1	1	3
OG0012996	1	1	1	3
OG0012997	1	1	1	3
OG0012998	3	0	0	3
OG0012999	1	1	1	3
OG0013000	1	1	1	3
OG0013001	1	1	1	3
OG0013002	1	1	1	3
OG0013003	1	1	1	3
OG0013004	1	1	1	3
OG0013005	1	1	1	3
OG0013006	1	1	1	3
OG0013007	1	1	1	3
OG0013008	1	1	1	3
OG0013009	1	1	1	3
OG0013010	1	1	1	3
OG0013011	1	1	1	3
OG0013012	3	0	0	3
OG0013013	3	0	0	3
OG0013014	1	1	1	3
OG0013015	1	1	1	3
OG0013016	1	1	1	3
OG0013017	1	1	1	3
OG0013018	1	1	1	3
OG0013019	3	0	0	3
OG0013020	1	1	1	3
OG0013021	1	1	1	3
OG0013022	1	1	1	3
OG0013023	1	1	1	3
OG0013024	1	1	1	3
OG0013025	1	1	1	3
OG0013026	1	1	1	3
OG0013027	1	1	1	3
OG0013028	1	1	1	3
OG0013029	1	1	1	3
OG0013030	1	1	1	3
OG0013031	1	1	1	3
OG0013032	1	1	1	3
OG0013033	1	1	1	3
OG0013034	1	1	1	3
OG0013035	1	1	1	3
OG0013036	1	1	1	3
OG0013037	1	1	1	3
OG0013038	1	1	1	3
OG0013039	1	1	1	3
OG0013040	1	1	1	3
OG0013041	1	1	1	3
OG0013042	1	1	1	3
OG0013043	1	1	1	3
OG0013044	1	1	1	3
OG0013045	1	1	1	3
OG0013046	1	1	1	3
OG0013047	1	1	1	3
OG0013048	1	1	1	3
OG0013049	1	1	1	3
OG0013050	1	1	1	3
OG0013051	1	1	1	3
OG0013052	1	1	1	3
OG0013053	2	1	0	3
OG0013054	1	1	1	3
OG0013055	1	1	1	3
OG0013056	1	1	1	3
OG0013057	1	1	1	3
OG0013058	1	1	1	3
OG0013059	1	1	1	3
OG0013060	1	1	1	3
OG0013061	1	1	1	3
OG0013062	1	1	1	3
OG0013063	1	1	1	3
OG0013064	1	1	1	3
OG0013065	1	1	1	3
OG0013066	1	1	1	3
OG0013067	3	0	0	3
OG0013068	1	1	1	3
OG0013069	1	1	1	3
OG0013070	1	1	1	3
OG0013071	1	1	1	3
OG0013072	1	1	1	3
OG0013073	1	1	1	3
OG0013074	1	1	1	3
OG0013075	1	1	1	3
OG0013076	1	1	1	3
OG0013077	1	1	1	3
OG0013078	1	1	1	3
OG0013079	1	1	1	3
OG0013080	1	1	1	3
OG0013081	1	1	1	3
OG0013082	1	1	1	3
OG0013083	1	1	1	3
OG0013084	1	1	1	3
OG0013085	1	1	1	3
OG0013086	1	1	1	3
OG0013087	1	1	1	3
OG0013088	1	1	1	3
OG0013089	1	1	1	3
OG0013090	1	2	0	3
OG0013091	1	1	1	3
OG0013092	1	1	1	3
OG0013093	1	1	1	3
OG0013094	1	1	1	3
OG0013095	1	1	1	3
OG0013096	1	1	1	3
OG0013097	1	1	1	3
OG0013098	1	1	1	3
OG0013099	1	1	1	3
OG0013100	1	1	1	3
OG0013101	1	1	1	3
OG0013102	1	1	1	3
OG0013103	1	1	1	3
OG0013104	1	1	1	3
OG0013105	1	1	1	3
OG0013106	1	1	1	3
